Player,Bat1,Bat2,Runs,BF,SR,4s,6s,,Ground,Start Date,temp,humidity,windspeed,conditions,format,opposition
RG Sharma,72,-,72,41,175.6,5,4,,Dubai (DSC),6-Sep-22,N/A,N/A,N/A,N/A,T20I,Sri Lanka
RG Sharma,11,-,11,9,122.22,1,1,,Mohali,20-Sep-22,82.2,69.1,6.7,"Rain, Partially cloudy",T20I,Australia
RG Sharma,46*,-,46,20,230,4,4,,Nagpur,23-Sep-22,79.2,87.4,12.8,"Rain, Partially cloudy",T20I,Australia
RG Sharma,17,-,17,14,121.42,2,1,,Hyderabad,25-Sep-22,78.1,78.6,9.7,Partially cloudy,T20I,Australia
RG Sharma,0,-,0,2,0,0,0,,Thiruvananthapuram,28-Sep-22,82.8,75,11.4,Partially cloudy,T20I,South Africa
RG Sharma,43,-,43,37,116.21,7,1,,Guwahati,2-Oct-22,84.5,87.8,4.6,"Rain, Partially cloudy",T20I,South Africa
RG Sharma,0,-,0,2,0,0,0,,Indore,4-Oct-22,79.6,63,10.3,Partially cloudy,T20I,South Africa
RG Sharma,4,-,4,7,57.14,0,0,,Melbourne,23-Oct-22,60.9,79.8,11.5,"Rain, Overcast",T20I,Pakistan
RG Sharma,53,-,53,39,135.89,4,3,,Sydney,27-Oct-22,70.6,57.3,13.7,"Rain, Partially cloudy",T20I,Netherlands
RG Sharma,15,-,15,14,107.14,1,1,,Perth,30-Oct-22,55.6,61.3,16.6,"Rain, Partially cloudy",T20I,South Africa
RG Sharma,2,-,2,8,25,0,0,,Adelaide,2-Nov-22,53,73,17.8,"Rain, Partially cloudy",T20I,Bangladesh
RG Sharma,15,-,15,13,115.38,2,0,,Melbourne,6-Nov-22,66.7,62.3,9.3,"Rain, Partially cloudy",T20I,Zimbabwe
RG Sharma,27,-,27,28,96.42,4,0,,Adelaide,10-Nov-22,63.7,82.7,12.5,"Rain, Partially cloudy",T20I,England
RG Sharma,27,-,27,31,87.09,4,1,,Mirpur,4-Dec-22,70.1,57.1,8.1,Clear,ODI,Bangladesh
RG Sharma,51*,-,51,28,182.14,3,5,,Mirpur,7-Dec-22,68.5,54.2,8.3,Partially cloudy,ODI,Bangladesh
RG Sharma,83,-,83,67,123.88,9,3,,Guwahati,10-Jan-23,66.3,77.6,4.7,Partially cloudy,ODI,Sri Lanka
RG Sharma,17,-,17,21,80.95,2,1,,Eden Gardens,12-Jan-23,79.9,70.1,5.8,Partially cloudy,ODI,Sri Lanka
RG Sharma,42,-,42,49,85.71,2,3,,Thiruvananthapuram,15-Jan-23,81.1,71.5,5.8,Partially cloudy,ODI,Sri Lanka
RG Sharma,34,-,34,38,89.47,4,2,,Hyderabad,18-Jan-23,73,58.9,10,Clear,ODI,New Zealand
RG Sharma,51,-,51,50,102,7,2,,Raipur,21-Jan-23,73.8,57,5.6,Clear,ODI,New Zealand
RG Sharma,101,-,101,85,118.82,9,6,,Indore,24-Jan-23,65.8,66.6,8.1,Partially cloudy,ODI,New Zealand
RG Sharma,120,-,120,212,56.6,15,2,,Nagpur,9-Feb-23,71.6,46.1,4.7,Clear,Test,Australia
RG Sharma,32,31,63,89,70.78,5,2,,Delhi,17-Feb-23,70,72.5,6.3,Partially cloudy,Test,Australia
RG Sharma,12,12,24,56,42.85,3,0,,Indore,1-Mar-23,78.1,34.3,6.9,Partially cloudy,Test,Australia
RG Sharma,35,-,35,58,60.34,3,1,,Ahmedabad,9-Mar-23,80,35,6.9,Clear,Test,Australia
RG Sharma,13,-,13,15,86.66,2,0,,Visakhapatnam,19-Mar-23,75,81.6,10.3,"Rain, Partially cloudy",ODI,Australia
RG Sharma,30,-,30,17,176.47,2,2,,Chennai,22-Mar-23,85.8,80.3,14.2,Partially cloudy,ODI,Australia
RG Sharma,15,43,58,86,67.44,9,1,,The Oval,7-Jun-23,52.2,87.7,6.7,"Rain, Overcast",Test,Australia
RG Sharma,103,-,103,221,46.6,10,2,,Roseau,12-Jul-23,79.4,75.7,31.5,"Rain, Partially cloudy",Test,West Indies
RG Sharma,80,57,137,187,73.26,14,5,,Port of Spain,20-Jul-23,82,84.4,12.8,Partially cloudy,Test,West Indies
RG Sharma,12*,-,12,19,63.15,2,0,,Bridgetown,27-Jul-23,83.1,83.1,20.8,Partially cloudy,ODI,West Indies
RG Sharma,11,-,11,22,50,2,0,,Pallekele,2-Sep-23,80.7,86.5,17.2,"Rain, Partially cloudy",ODI,Pakistan
RG Sharma,74*,-,74,59,125.42,6,5,,Pallekele,4-Sep-23,80.8,85.6,16.1,"Rain, Partially cloudy",ODI,Nepal
RG Sharma,56,-,56,49,114.28,6,4,,Colombo (RPS),10-Sep-23,64.8,86.2,11.6,"Rain, Partially cloudy",ODI,Pakistan
RG Sharma,53,-,53,48,110.41,7,2,,Colombo (RPS),12-Sep-23,64,84.5,15.7,"Rain, Partially cloudy",ODI,Sri Lanka
RG Sharma,0,-,0,2,0,0,0,,Colombo (RPS),15-Sep-23,52.5,63.7,7.9,Clear,ODI,Bangladesh
RG Sharma,DNB,-,-,-,-,-,-,,Colombo (RPS),17-Sep-23,75.2,53.6,11.7,Clear,ODI,Sri Lanka
RG Sharma,81,-,81,57,142.1,5,6,,Rajkot,27-Sep-23,85,66.8,10.5,"Rain, Partially cloudy",ODI,Australia
RG Sharma,0,-,0,6,0,0,0,,Chennai,8-Oct-23,84.8,86.2,8.7,Partially cloudy,ODI,Australia
RG Sharma,131,-,131,84,155.95,16,5,,Delhi,11-Oct-23,82.3,55.8,10.3,Clear,ODI,Afghanistan
RG Sharma,86,-,86,63,136.5,6,6,,Ahmedabad,14-Oct-23,85.6,59.2,4.7,Partially cloudy,ODI,Pakistan
RG Sharma,48,-,48,40,120,7,2,,Pune,19-Oct-23,79.6,62.4,7.4,"Rain, Partially cloudy",ODI,Bangladesh
RG Sharma,46,-,46,40,115,4,4,,Dharamsala,22-Oct-23,74.4,74.2,6.9,Clear,ODI,New Zealand
RG Sharma,87,-,87,101,86.13,10,3,,Lucknow,29-Oct-23,75.3,61.4,8.1,Partially cloudy,ODI,England
RG Sharma,4,-,4,2,200,1,0,,Wankhede,2-Nov-23,N/A,N/A,N/A,N/A,ODI,Sri Lanka
RG Sharma,40,-,40,24,166.66,6,2,,Eden Gardens,5-Nov-23,83.5,81.7,9.2,"Rain, Partially cloudy",ODI,South Africa
DA Warner,89,-,89,43,206.97,7,6,,Melbourne,11-Jan-09,61.2,71.6,17.2,Partially cloudy,T20I,South Africa
DA Warner,7,-,7,12,58.33,0,0,,Brisbane,13-Jan-09,75.7,64.7,13.9,Partially cloudy,T20I,South Africa
DA Warner,5,-,5,7,71.42,1,0,,Hobart,18-Jan-09,60.5,60.4,15,Partially cloudy,ODI,South Africa
DA Warner,69,-,69,60,115,6,2,,Sydney,23-Jan-09,80.6,65.2,17.5,Partially cloudy,ODI,South Africa
DA Warner,1,-,1,7,14.28,0,0,,Adelaide,26-Jan-09,75.5,46.2,13.9,Clear,ODI,South Africa
DA Warner,22,-,22,29,75.86,1,1,,Perth,30-Jan-09,74.6,66.9,12,Partially cloudy,ODI,South Africa
DA Warner,7,-,7,18,38.88,0,0,,Perth,1-Feb-09,83.7,62.2,17.5,Rain,ODI,New Zealand
DA Warner,2,-,2,11,18.18,0,0,,Melbourne,6-Feb-09,72.1,61.3,17.9,Partially cloudy,ODI,New Zealand
DA Warner,23,-,23,15,153.33,4,0,,Sydney,15-Feb-09,67.7,83.6,22.2,"Rain, Overcast",T20I,New Zealand
DA Warner,38,-,38,29,131.03,4,1,,Johannesburg,27-Mar-09,66.6,55.2,4.5,Clear,T20I,South Africa
DA Warner,20,-,20,15,133.33,2,1,,Centurion,29-Mar-09,72.1,68.7,8.1,Clear,T20I,South Africa
DA Warner,63,-,63,53,118.86,6,1,,The Oval,6-Jun-09,55.2,78.2,9.7,"Rain, Partially cloudy",T20I,West Indies
DA Warner,0,-,0,3,0,0,0,,Nottingham,8-Jun-09,52.4,79.6,14.9,"Rain, Partially cloudy",T20I,Sri Lanka
DA Warner,0,-,0,5,0,0,0,,Edinburgh,28-Aug-09,55.6,75.5,20.6,"Rain, Partially cloudy",ODI,Scotland
DA Warner,33,-,33,26,126.92,3,0,,Manchester,30-Aug-09,57.7,89.4,14.8,"Rain, Partially cloudy",T20I,England
DA Warner,24,-,24,14,171.42,1,1,,Melbourne,5-Feb-10,63.7,79.6,21.1,"Rain, Overcast",T20I,Pakistan
DA Warner,49,-,49,32,153.12,6,2,,Hobart,21-Feb-10,73.4,45,26.4,Partially cloudy,T20I,West Indies
DA Warner,67,-,67,29,231.03,5,7,,Sydney,23-Feb-10,76.9,56.7,23.3,Partially cloudy,T20I,West Indies
DA Warner,19,-,19,10,190,2,1,,Wellington,26-Feb-10,61.8,73.8,20.8,"Rain, Partially cloudy",T20I,New Zealand
DA Warner,20,-,20,10,200,3,1,,Christchurch,28-Feb-10,64.6,59.4,12.4,Partially cloudy,T20I,New Zealand
DA Warner,26,-,26,18,144.44,4,1,,Gros Islet,2-May-10,54.7,71.8,13.5,"Rain, Partially cloudy",T20I,Pakistan
DA Warner,16,-,16,11,145.45,2,1,,Bridgetown,5-May-10,82.8,74.5,17.2,Partially cloudy,T20I,Bangladesh
DA Warner,72,-,72,42,171.42,2,7,,Bridgetown,7-May-10,84,69.7,17.2,"Rain, Partially cloudy",T20I,India
DA Warner,9,-,9,12,75,1,0,,Bridgetown,9-May-10,82.9,75.4,18.3,"Rain, Partially cloudy",T20I,Sri Lanka
DA Warner,25,-,25,12,208.33,4,1,,Gros Islet,11-May-10,44.9,49.7,10.9,Partially cloudy,T20I,West Indies
DA Warner,0,-,0,2,0,0,0,,Gros Islet,14-May-10,52.6,59,14.6,Partially cloudy,T20I,Pakistan
DA Warner,2,-,2,4,50,0,0,,Bridgetown,16-May-10,83.9,78.4,25.3,"Rain, Partially cloudy",T20I,England
DA Warner,41,-,41,31,132.25,6,0,,Birmingham,5-Jul-10,61.7,62.2,13.8,Partially cloudy,T20I,Pakistan
DA Warner,1,-,1,3,33.33,0,0,,Birmingham,6-Jul-10,61.8,61.6,13.3,Partially cloudy,T20I,Pakistan
DA Warner,2,-,2,8,25,0,0,,Perth,31-Oct-10,67.1,35.5,18.4,Clear,T20I,Sri Lanka
DA Warner,30,-,30,28,107.14,5,0,,Adelaide,12-Jan-11,68.1,81.8,11.4,Partially cloudy,T20I,England
DA Warner,30,-,30,26,115.38,3,0,,Melbourne,14-Jan-11,73.6,77.6,28.2,"Rain, Partially cloudy",T20I,England
DA Warner,53,-,53,31,170.96,6,2,,Pallekele,6-Aug-11,80.4,83.1,13.9,"Rain, Partially cloudy",T20I,Sri Lanka
DA Warner,16,-,16,18,88.88,2,0,,Pallekele,8-Aug-11,83.3,76,12.8,"Rain, Partially cloudy",T20I,Sri Lanka
DA Warner,0,-,0,1,0,0,0,,Cape Town,13-Oct-11,63,81.1,13.9,Partially cloudy,T20I,South Africa
DA Warner,0,-,0,9,0,0,0,,Johannesburg,16-Oct-11,68.9,40.4,11.1,Partially cloudy,T20I,South Africa
DA Warner,20,-,20,17,117.64,4,0,,Centurion,19-Oct-11,59.3,82.3,11.4,Partially cloudy,ODI,South Africa
DA Warner,74,-,74,97,76.28,6,0,,Gqeberha,23-Oct-11,64.9,65.1,30,Clear,ODI,South Africa
DA Warner,10,-,10,18,55.55,1,0,,Durban,28-Oct-11,71,85.7,23,"Rain, Overcast",ODI,South Africa
DA Warner,3,12*,15,7,214.28,3,0,,Brisbane,1-Dec-11,72.3,81,15.8,"Rain, Partially cloudy",Test,New Zealand
DA Warner,15,123*,138,200,69,15,0,,Hobart,9-Dec-11,65.9,74.7,13.9,"Rain, Partially cloudy",Test,New Zealand
DA Warner,37,5,42,76,55.26,4,1,,Melbourne,26-Dec-11,63.7,79.7,18.1,"Rain, Partially cloudy",Test,India
DA Warner,8,-,8,6,133.33,1,0,,Sydney,3-Jan-12,75.4,62,24.8,Clear,Test,India
DA Warner,180,-,180,159,113.2,20,5,,Perth,13-Jan-12,85,42.4,18.5,Clear,Test,India
DA Warner,8,28,36,62,58.06,4,0,,Adelaide,24-Jan-12,82.8,39.2,19.5,Clear,Test,India
DA Warner,25,-,25,14,178.57,1,2,,Sydney,1-Feb-12,67.1,80.6,22.1,"Rain, Overcast",T20I,India
DA Warner,8,-,8,8,100,1,0,,Melbourne,3-Feb-12,67,67.5,13.7,Partially cloudy,T20I,India
DA Warner,6,-,6,14,42.85,0,0,,Melbourne,5-Feb-12,74.8,43.6,37.7,"Rain, Partially cloudy",ODI,India
DA Warner,34,-,34,29,117.24,4,1,,Perth,10-Feb-12,83.9,42.3,19.7,Rain,ODI,Sri Lanka
DA Warner,18,-,18,24,75,2,0,,Adelaide,12-Feb-12,63.7,62.2,18.3,Partially cloudy,ODI,India
DA Warner,13,-,13,21,61.9,2,0,,Sydney,17-Feb-12,73.6,66.3,17,"Rain, Partially cloudy",ODI,Sri Lanka
DA Warner,43,-,43,46,93.47,5,1,,Brisbane,19-Feb-12,77.6,77.9,12.6,Partially cloudy,ODI,India
DA Warner,7,-,7,13,53.84,0,0,,Hobart,24-Feb-12,61.7,64.4,12.8,Partially cloudy,ODI,Sri Lanka
DA Warner,68,-,68,66,103.03,7,0,,Sydney,26-Feb-12,75.7,70.8,20.7,Partially cloudy,ODI,India
DA Warner,6,-,6,6,100,1,0,,Melbourne,2-Mar-12,64.2,65.8,23,"Rain, Partially cloudy",ODI,Sri Lanka
DA Warner,163,-,163,157,103.82,13,2,,Brisbane,4-Mar-12,77.2,82.7,13.7,"Rain, Partially cloudy",ODI,Sri Lanka
DA Warner,100,-,100,140,71.42,4,1,,Adelaide,6-Mar-12,64.9,59.4,19.5,Partially cloudy,ODI,Sri Lanka
DA Warner,48,-,48,45,106.66,5,1,,Adelaide,8-Mar-12,66.2,48.8,13.9,Clear,ODI,Sri Lanka
DA Warner,40,-,40,55,72.72,5,0,,Kingstown,16-Mar-12,80.3,72.7,20.8,Partially cloudy,ODI,West Indies
DA Warner,13,-,13,20,65,1,0,,Kingstown,18-Mar-12,78.8,78.6,17.2,"Rain, Partially cloudy",ODI,West Indies
DA Warner,37,-,37,51,72.54,6,0,,Kingstown,20-Mar-12,80.8,77.1,17.2,Partially cloudy,ODI,West Indies
DA Warner,1,-,1,4,25,0,0,,Gros Islet,23-Mar-12,57.8,31.5,16.4,Rain,ODI,West Indies
DA Warner,69,-,69,61,113.11,10,1,,Gros Islet,25-Mar-12,39.3,87.7,10.1,"Rain, Partially cloudy",ODI,West Indies
DA Warner,0,-,0,5,0,0,0,,Gros Islet,27-Mar-12,29.9,32.4,21.1,Clear,T20I,West Indies
DA Warner,58,-,58,43,134.88,5,3,,Bridgetown,30-Mar-12,79.9,81.4,21.9,"Rain, Partially cloudy",T20I,West Indies
DA Warner,42,22,64,94,68.08,7,0,,Bridgetown,7-Apr-12,79.9,78,17.2,Partially cloudy,Test,West Indies
DA Warner,29,17,46,73,63.01,7,0,,Port of Spain,15-Apr-12,79.1,80.4,13.9,"Rain, Partially cloudy",Test,West Indies
DA Warner,50,11,61,149,40.93,8,0,,Roseau,23-Apr-12,82.2,70.7,17.2,"Rain, Partially cloudy",Test,West Indies
DA Warner,TDNB,-,-,-,-,-,-,,Belfast,23-Jun-12,55.2,85.4,17.7,"Rain, Partially cloudy",ODI,Ireland
DA Warner,56,-,56,61,91.8,6,1,,Lord's,29-Jun-12,49.5,79.9,19.2,"Rain, Partially cloudy",ODI,England
DA Warner,10,-,10,20,50,2,0,,The Oval,1-Jul-12,53.7,72.5,8.6,Rain,ODI,England
DA Warner,2,-,2,19,10.52,0,0,,Chester-le-Street,7-Jul-12,58.1,92.4,12.2,"Rain, Partially cloudy",ODI,England
DA Warner,32,-,32,32,100,4,1,,Manchester,10-Jul-12,54,92.5,12.1,"Rain, Partially cloudy",ODI,England
DA Warner,24,-,24,18,133.33,4,0,,Sharjah,25-Aug-12,94.9,47.6,15.6,Partially cloudy,ODI,Afghanistan
DA Warner,5,-,5,11,45.45,1,0,,Sharjah,28-Aug-12,95,61.5,13.4,Clear,ODI,Pakistan
DA Warner,24,-,24,68,35.29,2,0,,Abu Dhabi,31-Aug-12,96.8,58.9,14,Partially cloudy,ODI,Pakistan
DA Warner,21,-,21,33,63.63,3,1,,Sharjah,3-Sep-12,95.6,60.5,13.3,Clear,ODI,Pakistan
DA Warner,22,-,22,25,88,2,0,,Dubai (DSC),5-Sep-12,N/A,N/A,N/A,N/A,T20I,Pakistan
DA Warner,31,-,31,19,163.15,3,2,,Dubai (DSC),7-Sep-12,N/A,N/A,N/A,N/A,T20I,Pakistan
DA Warner,59,-,59,34,173.52,1,6,,Dubai (DSC),10-Sep-12,N/A,N/A,N/A,N/A,T20I,Pakistan
DA Warner,26,-,26,23,113.04,4,0,,Colombo (RPS),19-Sep-12,64,80.6,20.8,"Rain, Partially cloudy",T20I,Ireland
DA Warner,28,-,28,14,200,3,2,,Colombo (RPS),22-Sep-12,55.4,69.6,4.3,Clear,T20I,West Indies
DA Warner,63*,-,63,41,153.65,7,3,,Colombo (RPS),28-Sep-12,58,71,11.4,Partially cloudy,T20I,India
DA Warner,5,-,5,9,55.55,0,0,,Colombo (RPS),30-Sep-12,66.6,79.9,4.5,"Rain, Partially cloudy",T20I,South Africa
DA Warner,8,-,8,13,61.53,1,0,,Colombo (RPS),2-Oct-12,67.7,91.3,13.9,"Rain, Partially cloudy",T20I,Pakistan
DA Warner,1,-,1,3,33.33,0,0,,Colombo (RPS),5-Oct-12,70.9,84.5,11.4,Partially cloudy,T20I,West Indies
DA Warner,4,-,4,15,26.66,0,0,,Brisbane,9-Nov-12,74.7,75.1,22.3,"Rain, Partially cloudy",Test,South Africa
DA Warner,119,41,160,172,93.02,22,4,,Adelaide,22-Nov-12,61.4,57.2,17.2,Partially cloudy,Test,South Africa
DA Warner,13,29,42,69,60.86,7,0,,Perth,30-Nov-12,61.2,57.3,20.5,"Rain, Partially cloudy",Test,South Africa
DA Warner,57,68,125,208,60.09,13,1,,Hobart,14-Dec-12,60.5,65.4,16.1,Overcast,Test,Sri Lanka
DA Warner,62,-,62,46,134.78,6,1,,Melbourne,26-Dec-12,61.7,63.7,16.6,Partially cloudy,Test,Sri Lanka
DA Warner,85,0,85,85,100,10,0,,Sydney,3-Jan-13,71.1,60.2,16.6,Partially cloudy,Test,Sri Lanka
DA Warner,4,-,4,11,36.36,0,0,,Brisbane,18-Jan-13,78.9,66.8,20.7,Partially cloudy,ODI,Sri Lanka
DA Warner,60,-,60,73,82.19,6,0,,Sydney,20-Jan-13,71.3,71.3,15.6,"Rain, Overcast",ODI,Sri Lanka
DA Warner,10,-,10,18,55.55,1,0,,Hobart,23-Jan-13,57.9,57.3,19.5,Partially cloudy,ODI,Sri Lanka
DA Warner,90*,-,90,62,145.16,5,3,,Sydney,26-Jan-13,79.3,71.7,28.2,Partially cloudy,T20I,Sri Lanka
DA Warner,7,-,7,6,116.66,1,0,,Melbourne,28-Jan-13,64.7,71.2,18.7,"Rain, Partially cloudy",T20I,Sri Lanka
DA Warner,59,23,82,154,53.24,8,0,,Chennai,22-Feb-13,78.6,75.8,11.4,Partially cloudy,Test,India
DA Warner,6,26,32,64,50,4,1,,Hyderabad,2-Mar-13,80.9,27.6,12.8,Clear,Test,India
DA Warner,71,2,73,150,48.66,9,0,,Mohali,14-Mar-13,67.8,69.2,13.9,"Rain, Partially cloudy",Test,India
DA Warner,0,8,8,19,42.1,1,0,,Delhi,22-Mar-13,76.7,51.4,13,Partially cloudy,Test,India
DA Warner,9,-,9,21,42.85,1,0,,Birmingham,8-Jun-13,54.1,74.9,13,Partially cloudy,ODI,England
DA Warner,5,41,46,67,68.65,6,0,,Manchester,1-Aug-13,70.3,78.7,12.3,"Rain, Partially cloudy",Test,England
DA Warner,3,71,74,120,61.66,10,1,,Chester-le-Street,9-Aug-13,59.3,79.1,15.5,"Rain, Partially cloudy",Test,England
DA Warner,6,12,18,39,46.15,3,0,,The Oval,21-Aug-13,56.8,74.6,12.6,Partially cloudy,Test,England
DA Warner,1,-,1,5,20,0,0,,Southampton,29-Aug-13,63.1,76.8,12.7,Partially cloudy,T20I,England
DA Warner,53,-,53,42,126.19,5,3,,Chester-le-Street,31-Aug-13,53.1,69,17.2,Partially cloudy,T20I,England
DA Warner,49,124,173,236,73.3,19,1,,Brisbane,21-Nov-13,73.6,70.4,14.7,Partially cloudy,Test,England
DA Warner,29,83*,112,149,75.16,13,1,,Adelaide,5-Dec-13,55.4,64.8,24.6,"Rain, Partially cloudy",Test,England
DA Warner,60,112,172,217,79.26,25,3,,Perth,13-Dec-13,83.1,31.4,20.9,Clear,Test,England
DA Warner,9,25,34,61,55.73,4,0,,Melbourne,26-Dec-13,69.8,50.6,22.2,"Rain, Partially cloudy",Test,England
DA Warner,16,16,32,40,80,6,0,,Sydney,3-Jan-14,74.5,66.2,18.3,"Rain, Partially cloudy",Test,England
DA Warner,65,-,65,72,90.27,5,1,,Melbourne,12-Jan-14,64.8,69.2,13.8,Partially cloudy,ODI,England
DA Warner,18,-,18,14,128.57,2,0,,Brisbane,17-Jan-14,77.8,62.9,12.8,Partially cloudy,ODI,England
DA Warner,71,-,71,70,101.42,7,2,,Sydney,19-Jan-14,73.7,77.1,17.8,Partially cloudy,ODI,England
DA Warner,12,115,127,167,76.04,15,2,,Centurion,12-Feb-14,75,86.9,8.1,"Rain, Partially cloudy",Test,South Africa
DA Warner,70,66,136,151,90.06,19,1,,Gqeberha,20-Feb-14,70.1,76.4,30,Partially cloudy,Test,South Africa
DA Warner,135,145,280,308,90.9,25,5,,Cape Town,1-Mar-14,67,77.9,17.2,"Rain, Partially cloudy",Test,South Africa
DA Warner,40,-,40,16,250,5,2,,Durban,12-Mar-14,71.7,78.5,24.2,"Rain, Partially cloudy",T20I,South Africa
DA Warner,4,-,4,2,200,1,0,,Mirpur,23-Mar-14,78.5,68.8,9.6,"Rain, Partially cloudy",T20I,Pakistan
DA Warner,20,-,20,14,142.85,4,0,,Mirpur,28-Mar-14,85.8,50.7,11.2,Clear,T20I,West Indies
DA Warner,19,-,19,21,90.47,1,1,,Mirpur,30-Mar-14,87.1,41.9,15.9,Clear,T20I,India
DA Warner,48,-,48,35,137.14,5,3,,Mirpur,1-Apr-14,86.1,39.7,10.7,Clear,T20I,Bangladesh
DA Warner,53*,-,53,39,135.89,4,3,,Dubai (DSC),5-Oct-14,N/A,N/A,N/A,N/A,T20I,Pakistan
DA Warner,43,-,43,63,68.25,5,0,,Sharjah,7-Oct-14,91.3,59,17.8,Clear,ODI,Pakistan
DA Warner,29,-,29,27,107.4,5,0,,Dubai (DSC),10-Oct-14,N/A,N/A,N/A,N/A,ODI,Pakistan
DA Warner,56,-,56,63,88.88,6,1,,Abu Dhabi,12-Oct-14,89.1,63.2,13.9,Clear,ODI,Pakistan
DA Warner,133,29,162,201,80.59,14,2,,Dubai (DSC),22-Oct-14,N/A,N/A,N/A,N/A,Test,Pakistan
DA Warner,19,58,77,103,74.75,9,0,,Abu Dhabi,30-Oct-14,85,42.7,10.6,Clear,Test,Pakistan
DA Warner,46,-,46,49,93.87,1,3,,Perth,14-Nov-14,60.2,50.3,12.8,Clear,ODI,South Africa
DA Warner,0,-,0,5,0,0,0,,Perth,16-Nov-14,68.8,54.5,12.8,Partially cloudy,ODI,South Africa
DA Warner,53,-,53,50,106,6,2,,Canberra,19-Nov-14,65.8,54.8,15,Partially cloudy,ODI,South Africa
DA Warner,4,-,4,8,50,0,0,,Melbourne,21-Nov-14,65.1,67.1,17.2,"Rain, Partially cloudy",ODI,South Africa
DA Warner,21,-,21,16,131.25,3,1,,Sydney,23-Nov-14,75,73.8,22.1,"Rain, Partially cloudy",ODI,South Africa
DA Warner,145,102,247,329,75.07,30,1,,Adelaide,9-Dec-14,68.8,60.9,15,Partially cloudy,Test,India
DA Warner,29,6,35,40,87.5,6,0,,Brisbane,17-Dec-14,81.5,72.6,18.2,"Rain, Partially cloudy",Test,India
DA Warner,0,40,40,48,83.33,6,0,,Melbourne,26-Dec-14,58.2,64.3,17,"Rain, Partially cloudy",Test,India
DA Warner,101,4,105,119,88.23,16,0,,Sydney,6-Jan-15,75.6,78.2,14.9,Partially cloudy,Test,India
DA Warner,127,-,127,115,110.43,18,0,,Sydney,16-Jan-15,76.3,67.6,16.8,Partially cloudy,ODI,England
DA Warner,24,-,24,22,109.09,3,0,,Melbourne,18-Jan-15,61.5,58.8,17,Partially cloudy,ODI,India
DA Warner,TDNB,-,-,-,-,-,-,,Sydney,26-Jan-15,68.7,85.3,20.3,"Rain, Partially cloudy",ODI,India
DA Warner,12,-,12,18,66.66,2,0,,Perth,1-Feb-15,78,47.7,18.2,"Rain, Partially cloudy",ODI,England
DA Warner,22,-,22,18,122.22,3,0,,Melbourne,14-Feb-15,69.6,83,14.5,"Rain, Partially cloudy",ODI,England
DA Warner,34,-,34,42,80.95,2,1,,Auckland,28-Feb-15,67.7,76.9,13.9,Clear,ODI,New Zealand
DA Warner,178,-,178,133,133.83,19,5,,Perth,4-Mar-15,77,47.2,15.7,Clear,ODI,Afghanistan
DA Warner,9,-,9,12,75,1,0,,Sydney,8-Mar-15,72.5,80.1,19.2,Partially cloudy,ODI,Sri Lanka
DA Warner,21*,-,21,6,350,2,2,,Hobart,14-Mar-15,58.7,56.1,24.2,"Rain, Partially cloudy",ODI,Scotland
DA Warner,24,-,24,23,104.34,3,0,,Adelaide,20-Mar-15,63.7,55,18.3,Partially cloudy,ODI,Pakistan
DA Warner,12,-,12,7,171.42,1,1,,Sydney,26-Mar-15,71.3,53.2,17.4,Partially cloudy,ODI,India
DA Warner,45,-,45,46,97.82,7,0,,Melbourne,29-Mar-15,59.4,67.6,13.4,Clear,ODI,New Zealand
DA Warner,8,28,36,28,128.57,4,2,,Roseau,3-Jun-15,83.2,65.3,15,Partially cloudy,Test,West Indies
DA Warner,0,62,62,113,54.86,7,1,,Kingston,11-Jun-15,85.5,68.5,31.1,Partially cloudy,Test,West Indies
DA Warner,17,52,69,128,53.9,9,1,,Cardiff,8-Jul-15,59.5,80.6,22.2,"Rain, Partially cloudy",Test,England
DA Warner,38,83,121,158,76.58,19,0,,Lord's,16-Jul-15,44.6,95.1,27.7,"Rain, Partially cloudy",Test,England
DA Warner,2,77,79,68,116.17,11,0,,Birmingham,29-Jul-15,55.4,75.9,11.6,"Rain, Partially cloudy",Test,England
DA Warner,0,64,64,76,84.21,9,2,,Nottingham,6-Aug-15,62.6,74.3,12.8,"Rain, Partially cloudy",Test,England
DA Warner,85,-,85,131,64.88,11,0,,The Oval,20-Aug-15,58.2,78.1,19.7,"Rain, Partially cloudy",Test,England
DA Warner,84,-,84,80,105,7,3,,Belfast,27-Aug-15,55.9,75.2,17,"Rain, Partially cloudy",ODI,Ireland
DA Warner,4,-,4,6,66.66,0,0,,Cardiff,31-Aug-15,58.8,88.2,9.7,"Rain, Partially cloudy",T20I,England
DA Warner,59,-,59,67,88.05,6,0,,Southampton,3-Sep-15,54.2,76.1,10.7,"Rain, Partially cloudy",ODI,England
DA Warner,1*,-,1,1,100,0,0,,Lord's,5-Sep-15,44.4,80.7,16.9,"Rain, Partially cloudy",ODI,England
DA Warner,163,116,279,337,82.78,27,3,,Brisbane,5-Nov-15,75.3,76.9,16.9,"Rain, Partially cloudy",Test,New Zealand
DA Warner,253,24,277,308,89.93,29,2,,Perth,13-Nov-15,80.4,39.9,22.7,Clear,Test,New Zealand
DA Warner,1,35,36,48,75,4,0,,Adelaide,27-Nov-15,56.6,57,16.1,Partially cloudy,Test,New Zealand
DA Warner,64,-,64,61,104.91,11,0,,Hobart,10-Dec-15,60.6,47.2,18.3,Partially cloudy,Test,West Indies
